,Title,URL,Rent,Min.Rent,Max.Rent,Unit.Label,Street.Address,Postal.Code,Amenities,Room.Count,lat,lng,accuracy,GoogleHumanReadable,Tract,GEOID10,NAMELSAD10,Opp_Area
2438,"5629 S Wood St, Chicago, IL",https://www.apartments.com/5629-s-wood-st-chicago-il/2d6t4qb/,"$1,000","1,000","1,000",Condo for Rent,5629 S Wood St,60636,,3 Bed,41.791272,-87.669012,ROOFTOP,"5629 S Wood St, Chicago, IL 60636, USA",17031670300,17031670300,Census Tract 6703,No
2107,"5524 S Wood St Unit 1, Chicago, IL",https://www.apartments.com/5524-s-wood-st-chicago-il/4rmtb9k/,"$1,050","1,050","1,050",3 Bed,5524 S Wood St Unit 1,60636,Washer/Dryer Hookup,3 Bed,41.792852,-87.669757,ROOFTOP,"5524 S Wood St #1, Chicago, IL 60636, USA",17031670400,17031670400,Census Tract 6704,No
2499,"6134 S Damen Ave, Chicago, IL",https://www.apartments.com/6134-s-damen-ave-chicago-il/qzzrnxz/,Call for Rent,,,House for Rent,6134 S Damen Ave,60636,,3 Bed,41.7818888,-87.6739785,RANGE_INTERPOLATED,"6134 S Damen Ave, Chicago, IL 60636, USA",17031670500,17031670500,Census Tract 6705,No
431,"6754 S Hermitage Ave, Chicago, IL",https://www.apartments.com/6754-s-hermitage-ave-chicago-il/y7ndhdr/,$850,850,850,Studio,6754 S Hermitage Ave,60636,,Studio,41.770524,-87.667976,ROOFTOP,"6754 S Hermitage Ave, Chicago, IL 60636, USA",17031671500,17031671500,Census Tract 6715,No
2524,"5704 S May St, Chicago, IL",https://www.apartments.com/5704-s-may-st-chicago-il/sjvyc15/,"$1,300","1,300","1,300",House for Rent,5704 S May St,60621,"Pool,Air Conditioning,Kitchen,Dining Room,Family Room,Vaulted Ceiling,Patio,Deck",3 Bed,41.790326,-87.653914,ROOFTOP,"5704 S May St, Chicago, IL 60621, USA",17031680500,17031680500,Census Tract 6805,No
742,"Eastwood Garden Apartments, Chicago, IL",https://www.apartments.com/eastwood-garden-apartments-chicago-il/8lyg4x3/,Call for Rent,,,1 Bed,6531 S Lowe Ave,60621,"Built in 1972,188 Units/6 Stories,Laundry Facilities,Playground,High Speed Internet Access,Smoke Free,Oven,Range,Refrigerator",1 Bed,41.7752618,-87.6404613,ROOFTOP,"6531 S Lowe Ave, Chicago, IL 60621, USA",17031680900,17031680900,Census Tract 6809,No
2032,"Eastwood Garden Apartments, Chicago, IL",https://www.apartments.com/eastwood-garden-apartments-chicago-il/8lyg4x3/,Call for Rent,,,2 Bed,6531 S Lowe Ave,60621,"Built in 1972,188 Units/6 Stories,Laundry Facilities,Playground,High Speed Internet Access,Smoke Free,Oven,Range,Refrigerator",2 Bed,41.7752618,-87.6404613,ROOFTOP,"6531 S Lowe Ave, Chicago, IL 60621, USA",17031680900,17031680900,Census Tract 6809,No
2440,"6335 S Normal Blvd Unit 3, Chicago, IL",https://www.apartments.com/6335-s-normal-blvd-chicago-il/m5klq2l/,"$1,100","1,100","1,100",3 Bed,6335 S Normal Blvd Unit 3,60621,,3 Bed,41.7788311,-87.6372443,ROOFTOP,"6335 S Normal Blvd #3, Chicago, IL 60621, USA",17031680900,17031680900,Census Tract 6809,No
2611,"Eastwood Garden Apartments, Chicago, IL",https://www.apartments.com/eastwood-garden-apartments-chicago-il/8lyg4x3/,Call for Rent,,,3 Bed,6531 S Lowe Ave,60621,"Built in 1972,188 Units/6 Stories,Laundry Facilities,Playground,High Speed Internet Access,Smoke Free,Oven,Range,Refrigerator",3 Bed,41.7752618,-87.6404613,ROOFTOP,"6531 S Lowe Ave, Chicago, IL 60621, USA",17031680900,17031680900,Census Tract 6809,No
2474,"6718 S Green St, Chicago, IL",https://www.apartments.com/6718-s-green-st-chicago-il/1z84h64/,$950,950,950,3 Bed,6718 S Green St,60621,,3 Bed,41.7718289,-87.646154,ROOFTOP,"6718 S Green St, Chicago, IL 60621, USA",17031681100,17031681100,Census Tract 6811,No
2513,"6926 S Parnell Ave, Chicago, IL",https://www.apartments.com/6926-s-parnell-ave-chicago-il/h7y21g0/,"$1,350","1,350","1,350",House for Rent,6926 S Parnell Ave,60621,"Air Conditioning,Kitchen,Family Room,Basement",3 Bed,41.768089,-87.638778,ROOFTOP,"6926 S Parnell Ave, Chicago, IL 60621, USA",17031681200,17031681200,Census Tract 6812,No
2508,"7115 S Emerald Ave, Chicago, IL",https://www.apartments.com/7115-s-emerald-ave-chicago-il/n8vxcrp/,"$1,050","1,050","1,050",House for Rent,7115 S Emerald Ave,60621,"Air Conditioning,Kitchen,Oven,Refrigerator,Tile Floors,Vinyl Flooring,Dining Room,Family Room",3 Bed,41.764714,-87.642576,ROOFTOP,"7115 S Emerald Ave, Chicago, IL 60621, USA",17031681300,17031681300,Census Tract 6813,No
2029,"7057 S Princeton Ave, Chicago, IL",https://www.apartments.com/7057-s-princeton-ave-chicago-il/l2gmy9g/,$930,930,930,2 Bed,7057-7059 S Princeton Ave,60621,"$10 Monthly Pet Rent,$100 Fee,40 lb Weight Limit,$10 Monthly Pet Rent,$100 Fee,Built in 1924,15 Units/3 Stories,High Speed Internet Access,Smoke Free,Cable Ready,Oven,Range,Refrigerator,Hardwood Floors",2 Bed,41.7655533,-87.6319524,ROOFTOP,"7059 S Princeton Ave, Chicago, IL 60621, USA",17031690300,17031690300,Census Tract 6903,No
426,"115 E 68th St Unit 1ST, Chicago, IL",https://www.apartments.com/115-e-68th-st-chicago-il/rdrndx0/,$550,550,550,Studio,115 E 68th St Unit 1ST,60637,,Studio,41.7709568,-87.6207848,ROOFTOP,"115 E 68th St #1st, Chicago, IL 60637, USA",17031690400,17031690400,Census Tract 6904,No
1427,"6702 S Indiana Ave, Chicago, IL",https://www.apartments.com/6702-s-indiana-ave-chicago-il/5p5mnkm/,$870,870,870,2 Bed,6702 S Indiana Ave,60637,Laundry Facilities,2 Bed,41.7726063,-87.6202999,RANGE_INTERPOLATED,"6702 S Indiana Ave, Chicago, IL 60637, USA",17031690400,17031690400,Census Tract 6904,No
1852,"6700 S Indiana Ave Unit #1, Chicago, IL",https://www.apartments.com/6700-s-indiana-ave-chicago-il/zn1c66w/,$790,790,790,Condo for Rent,6700 S Indiana Ave Unit #1,60637,"Laundry Facilities,Heating,Cable Ready,Intercom,Oven,Refrigerator,Hardwood Floors",2 Bed,41.7726346,-87.6207495,ROOFTOP,"6700 S Indiana Ave, Chicago, IL 60637, USA",17031690400,17031690400,Census Tract 6904,No
2047,"Park Manor Apartments, Chicago, IL",https://www.apartments.com/park-manor-apartments-chicago-il/n8tgdpp/,$940,940,940,2 Bed,219 E 68th St,60637,"$10 Monthly Pet Rent,$100 Fee,40 lb Weight Limit,2 Pet Limit,$10 Monthly Pet Rent,$100 Fee,40 lb Weight Limit,2 Pet Limit,Built in 1923,6 Units/3 Stories,Oven,Refrigerator,Hardwood Floors,Dining Room",2 Bed,41.7709097,-87.6193324,ROOFTOP,"219 E 68th St, Chicago, IL 60637, USA",17031690400,17031690400,Census Tract 6904,No
2400,"226 E 69th Pl Unit #1, Chicago, IL",https://www.apartments.com/226-e-69th-pl-chicago-il/s3x12b7/,$925,925,925,Condo for Rent,226 E 69th Pl Unit #1,60637,"$10 Monthly Pet Rent,$100 Fee,40 lb Weight Limit,2 Pet Limit,$10 Monthly Pet Rent,$100 Fee,40 lb Weight Limit,2 Pet Limit,Laundry Facilities,Heating,Intercom,Kitchen,Oven,Refrigerator,Hardwood Floors",3 Bed,41.7685911,-87.6192425,ROOFTOP,"226 E 69th Pl, Chicago, IL 60637, USA",17031690400,17031690400,Census Tract 6904,No
2301,"7011 S Vernon Ave Unit 1, Chicago, IL",https://www.apartments.com/7011-s-vernon-ave-chicago-il/24ylkf8/,"$1,250","1,250","1,250",3 Bed,7011 S Vernon Ave Unit 1,60637,Washer/Dryer,3 Bed,41.767155,-87.61375,ROOFTOP,"7011 S Vernon Ave #1, Chicago, IL 60637, USA",17031690500,17031690500,Census Tract 6905,No
658,"7400-02 S Rhodes Ave, Chicago, IL",https://www.apartments.com/7400-02-s-rhodes-ave-chicago-il/d53jh1j/,Call for Rent,,,Studio,7400-02 S Rhodes Ave,60619,"Built in 1914,12 Units/3 Stories",Studio,41.7601207,-87.6118075,ROOFTOP,"7400 S Rhodes Ave, Chicago, IL 60619, USA",17031690900,17031690900,Census Tract 6909,No
739,"7108 S. Rhodes, Chicago, IL",https://www.apartments.com/7108-s-rhodes-chicago-il/7rn95px/,$700,700,700,1 Bed,7100-7108 S Rhodes Ave,60619,"Built in 1928,Renovated in Jan 2003,25 Units/3 Stories,24 Hour Availability,Vintage Building,Air Conditioning,Heating,Ceiling Fans,Cable Ready,Tub/Shower,Eat-in Kitchen,Kitchen,Range,Hardwood Floors,Walk-In Closets,Window Coverings",1 Bed,41.7654576,-87.6117922,ROOFTOP,"7108 S Rhodes Ave, Chicago, IL 60619, USA",17031690900,17031690900,Census Tract 6909,No
1397,"7108 S. Rhodes, Chicago, IL",https://www.apartments.com/7108-s-rhodes-chicago-il/7rn95px/,$800,800,800,2 Bed,7100-7108 S Rhodes Ave,60619,"Built in 1928,Renovated in Jan 2003,25 Units/3 Stories,24 Hour Availability,Vintage Building,Air Conditioning,Heating,Ceiling Fans,Cable Ready,Tub/Shower,Eat-in Kitchen,Kitchen,Range,Hardwood Floors,Walk-In Closets,Window Coverings",2 Bed,41.7654576,-87.6117922,ROOFTOP,"7108 S Rhodes Ave, Chicago, IL 60619, USA",17031690900,17031690900,Census Tract 6909,No
2030,"7400-02 S Rhodes Ave, Chicago, IL",https://www.apartments.com/7400-02-s-rhodes-ave-chicago-il/d53jh1j/,$940,940,940,2 Bed,7400-02 S Rhodes Ave,60619,"Built in 1914,12 Units/3 Stories",2 Bed,41.7601207,-87.6118075,ROOFTOP,"7400 S Rhodes Ave, Chicago, IL 60619, USA",17031690900,17031690900,Census Tract 6909,No
2609,"7400-02 S Rhodes Ave, Chicago, IL",https://www.apartments.com/7400-02-s-rhodes-ave-chicago-il/d53jh1j/,"$1,095","1,095","1,095",3 Bed,7400-02 S Rhodes Ave,60619,"Built in 1914,12 Units/3 Stories",3 Bed,41.7601207,-87.6118075,ROOFTOP,"7400 S Rhodes Ave, Chicago, IL 60619, USA",17031690900,17031690900,Census Tract 6909,No
2094,"7201 S Michigan Ave, Chicago, IL",https://www.apartments.com/7201-s-michigan-ave-chicago-il/jgbe0r6/,"$1,400","1,400","1,400",3 Bed,7201 S Michigan Ave,60619,"Smoke Free,Wheelchair Accessible (Rooms)",3 Bed,41.763621,-87.621166,ROOFTOP,"7201 S Michigan Ave, Chicago, IL 60619, USA",17031691000,17031691000,Census Tract 6910,No
1039,"50 W 76th St Unit 1, Chicago, IL",https://www.apartments.com/50-w-76th-st-chicago-il/db8ckpl/,$700,700,700,1 Bed,50 W 76th St Unit 1,60620,,1 Bed,41.7565928,-87.626694,ROOFTOP,"50 W 76th St #1, Chicago, IL 60620, USA",17031691200,17031691200,Census Tract 6912,No
1561,"220 W 76th St Unit 1st F, Chicago, IL",https://www.apartments.com/220-w-76th-st-chicago-il/qbwjtly/,$885,885,885,2 Bed,220 W 76th St Unit 1st F,60620,Smoke Free,2 Bed,41.7564571,-87.6306619,ROOFTOP,"220 W 76th St #1st, Chicago, IL 60620, USA",17031691200,17031691200,Census Tract 6912,No
1862,"7651 S Stewart Ave Unit 3, Chicago, IL",https://www.apartments.com/7651-s-stewart-ave-chicago-il/2gqh5wc/,$780,780,780,2 Bed,7651 S Stewart Ave Unit 3,60620,Laundry Facilities,2 Bed,41.7547452,-87.6341646,ROOFTOP,"7651 S Stewart Ave #3, Chicago, IL 60620, USA",17031691200,17031691200,Census Tract 6912,No
1871,"7643 S Stewart Ave Unit #1, Chicago, IL",https://www.apartments.com/7643-s-stewart-ave-chicago-il/czcy84e/,$755,755,755,Condo for Rent,7643 S Stewart Ave Unit #1,60620,"Select units include Hardwood Floors,$10 Monthly Pet Rent,$100 Fee,40 lb Weight Limit,2 Pet Limit,$10 Monthly Pet Rent,$100 Fee,40 lb Weight Limit,2 Pet Limit,Laundry Facilities,Cable Ready,Oven,Refrigerator",2 Bed,41.7550262,-87.6341601,ROOFTOP,"7643 S Stewart Ave, Chicago, IL 60620, USA",17031691200,17031691200,Census Tract 6912,No
1872,"7643 S Stewart Ave Unit #3, Chicago, IL",https://www.apartments.com/7643-s-stewart-ave-chicago-il/ghqv3kz/,$770,770,770,Condo for Rent,7643 S Stewart Ave Unit #3,60620,"$10 Monthly Pet Rent,$100 Fee,40 lb Weight Limit,2 Pet Limit,$10 Monthly Pet Rent,$100 Fee,40 lb Weight Limit,2 Pet Limit,Laundry Facilities,Cable Ready,Oven,Refrigerator,Hardwood Floors",2 Bed,41.7550262,-87.6341601,ROOFTOP,"7643 S Stewart Ave, Chicago, IL 60620, USA",17031691200,17031691200,Census Tract 6912,No
1877,"7645 S Stewart Ave Unit 1, Chicago, IL",https://www.apartments.com/7645-s-stewart-ave-chicago-il/m8pjmsh/,$780,780,780,2 Bed,7645 S Stewart Ave Unit 1,60620,Laundry Facilities,2 Bed,41.7550173,-87.6341649,ROOFTOP,"7645 S Stewart Ave #1, Chicago, IL 60620, USA",17031691200,17031691200,Census Tract 6912,No
2040,"Auburn Gresham Apartments, Chicago, IL",https://www.apartments.com/auburn-gresham-apartments-chicago-il/12e0ee5/,$995,995,995,2 Bed,7741 S Normal Ave,60620,"$10 Monthly Pet Rent,$100 Fee,40 lb Weight Limit,2 Pet Limit,$10 Monthly Pet Rent,$100 Fee,40 lb Weight Limit,2 Pet Limit,Built in 1901,6 Units/3 Stories,Controlled Access,Eat-in Kitchen,Oven,Range,Refrigerator,Hardwood Floors",2 Bed,41.753139,-87.636442,ROOFTOP,"7741 S Normal Ave, Chicago, IL 60620, USA",17031691200,17031691200,Census Tract 6912,No
2617,"Auburn Gresham Apartments, Chicago, IL",https://www.apartments.com/auburn-gresham-apartments-chicago-il/12e0ee5/,"$1,250","1,250","1,250",3 Bed,7741 S Normal Ave,60620,"$10 Monthly Pet Rent,$100 Fee,40 lb Weight Limit,2 Pet Limit,$10 Monthly Pet Rent,$100 Fee,40 lb Weight Limit,2 Pet Limit,Built in 1901,6 Units/3 Stories,Controlled Access,Eat-in Kitchen,Oven,Range,Refrigerator,Hardwood Floors",3 Bed,41.753139,-87.636442,ROOFTOP,"7741 S Normal Ave, Chicago, IL 60620, USA",17031691200,17031691200,Census Tract 6912,No
2753,"Auburn Gresham Apartments, Chicago, IL",https://www.apartments.com/auburn-gresham-apartments-chicago-il/12e0ee5/,"$1,400","1,400","1,400",4 Bed,7741 S Normal Ave,60620,"$10 Monthly Pet Rent,$100 Fee,40 lb Weight Limit,2 Pet Limit,$10 Monthly Pet Rent,$100 Fee,40 lb Weight Limit,2 Pet Limit,Built in 1901,6 Units/3 Stories,Controlled Access,Eat-in Kitchen,Oven,Range,Refrigerator,Hardwood Floors",4 Bed,41.753139,-87.636442,ROOFTOP,"7741 S Normal Ave, Chicago, IL 60620, USA",17031691200,17031691200,Census Tract 6912,No
1336,"Chatham Apartments, Chicago, IL",https://www.apartments.com/chatham-apartments-chicago-il/0kgx9s1/,Call for Rent,,,1 Bed,7505 S Calumet Ave,60619,"Onsite Resident Manager,$20 Monthly Pet Rent,2 Pet Limit,Built in 1925,37 Units/3 Stories,Controlled Access,Property Manager on Site,Gated,Ceiling Fans,Cable Ready,Tub/Shower,Intercom,Kitchen,Range,Refrigerator,Hardwood Floors,Tile Floors,Double Pane Windows,Window Coverings,Yard",1 Bed,41.7581155,-87.6164563,ROOFTOP,"7505 S Calumet Ave, Chicago, IL 60619, USA",17031691300,17031691300,Census Tract 6913,No
2470,"7816 S Indiana Ave, Chicago, IL",https://www.apartments.com/7816-s-indiana-ave-chicago-il/8sy1ff0/,"$1,200","1,200","1,200",3 Bed,7816 S Indiana Ave,60619,,3 Bed,41.7522717,-87.6201578,ROOFTOP,"7816 S Indiana Ave, Chicago, IL 60619, USA",17031691300,17031691300,Census Tract 6913,No
842,"408 E 78th St Unit 2, Chicago, IL",https://www.apartments.com/408-e-78th-st-chicago-il/wpfhhll/,$775,775,775,1 Bed,408 E 78th St Unit 2,60619,Smoke Free,1 Bed,41.7529372,-87.6146618,ROOFTOP,"408 E 78th St #2, Chicago, IL 60619, USA",17031691400,17031691400,Census Tract 6914,No
1038,"7852 S Eberhart Ave Unit 205, Chicago, IL",https://www.apartments.com/7852-s-eberhart-ave-chicago-il/yq03rwt/,$700,700,700,1 Bed,7852 S Eberhart Ave Unit 205,60619,,1 Bed,41.7515289,-87.6126867,ROOFTOP,"7852 S Eberhart Ave #205, Chicago, IL 60619, USA",17031691400,17031691400,Census Tract 6914,No
670,"3948 W 85th St Unit 100, Chicago, IL",https://www.apartments.com/3948-w-85th-st-chicago-il/r437hf1/,$725,725,725,Condo for Rent,3948 W 85th St Unit 100,60652,,Studio,41.7385291,-87.7208356,ROOFTOP,"3948 W 85th St #100, Chicago, IL 60652, USA",17031700402,17031700402,Census Tract 7004.02,Yes
2731,"8453 S Pulaski Rd Unit #2, Chicago, IL",https://www.apartments.com/8453-s-pulaski-rd-chicago-il/3mzer5f/,"$1,600","1,600","1,600",3 Bed,8453 S Pulaski Rd Unit #2,60652,"Washer/Dryer,Smoke Free",3 Bed,41.7387599,-87.7212334,ROOFTOP,"8453 S Pulaski Rd, Chicago, IL 60652, USA",17031700402,17031700402,Census Tract 7004.02,Yes
2527,"7726 S Emerald Ave, Chicago, IL",https://www.apartments.com/7726-s-emerald-ave-chicago-il/21hk77b/,"$1,200","1,200","1,200",House for Rent,7726 S Emerald Ave,60620,"Dishwasher,Kitchen,Microwave,Oven,Refrigerator,Tile Floors,Family Room",3 Bed,41.753414,-87.643281,ROOFTOP,"7726 S Emerald Ave, Chicago, IL 60620, USA",17031710100,17031710100,Census Tract 7101,No
2795,"7658 S Union Ave Unit 3, Chicago, IL",https://www.apartments.com/7658-s-union-ave-chicago-il/9640tp6/,"$1,200","1,200","1,200",4 Bed,7658 S Union Ave Unit 3,60620,,4 Bed,41.754426,-87.642045,ROOFTOP,"7658 S Union Ave #3, Chicago, IL 60620, USA",17031710100,17031710100,Census Tract 7101,No
1495,"906 W 77th St Unit 2, Chicago, IL",https://www.apartments.com/906-w-77th-st-chicago-il/r0x8pb3/,$750,750,750,2 Bed,906 W 77th St Unit 2,60620,,2 Bed,41.7543754,-87.6468912,ROOFTOP,"906 W 77th St #2, Chicago, IL 60620, USA",17031710200,17031710200,Census Tract 7102,No
1857,"7757 S Peoria St Unit 848, Chicago, IL",https://www.apartments.com/7757-s-peoria-st-chicago-il/4fecjyl/,$820,820,820,Condo for Rent,7757 S Peoria St Unit 848,60620,"Select units have Dining Rooms,Select units have Eat-In Kitchen,$10 Monthly Pet Rent,$100 Fee,40 lb Weight Limit,2 Pet Limit,$10 Monthly Pet Rent,$100 Fee,40 lb Weight Limit,2 Pet Limit,Cable Ready,Oven,Refrigerator,Hardwood Floors",2 Bed,41.7525951,-87.6463577,ROOFTOP,"7757 S Peoria St #848, Chicago, IL 60620, USA",17031710200,17031710200,Census Tract 7102,No
1860,"1035 W 77th St Unit 2A, Chicago, IL",https://www.apartments.com/1035-w-77th-st-chicago-il/4hcpkpj/,$825,825,825,2 Bed,1035 W 77th St Unit 2A,60620,,2 Bed,41.7541815,-87.6502786,ROOFTOP,"1035 W 77th St #2a, Chicago, IL 60620, USA",17031710200,17031710200,Census Tract 7102,No
2538,"7528 S Peoria St, Chicago, IL",https://www.apartments.com/7528-s-peoria-st-chicago-il/4fr72ck/,"$1,150","1,150","1,150",House for Rent,7528 S Peoria St,60620,"Kitchen,Family Room",3 Bed,41.75683,-87.646956,ROOFTOP,"7528 S Peoria St, Chicago, IL 60620, USA",17031710200,17031710200,Census Tract 7102,No
2652,"7659 S May St, Chicago, IL",https://www.apartments.com/7659-s-may-st-chicago-il/cc3z09f/,"$1,015","1,015","1,015",3 Bed,7659 S May St,60620,Laundry Facilities,3 Bed,41.7543211,-87.6523834,ROOFTOP,"7659 S May St, Chicago, IL 60620, USA",17031710200,17031710200,Census Tract 7102,No
2655,"7610 S Sangamon St, Chicago, IL",https://www.apartments.com/7610-s-sangamon-st-chicago-il/0shhxc0/,"$1,025","1,025","1,025",3 Bed,7610 S Sangamon St,60620,,3 Bed,41.7556343,-87.6478,RANGE_INTERPOLATED,"7610 S Sangamon St, Chicago, IL 60620, USA",17031710200,17031710200,Census Tract 7102,No
2656,"7610 S Sangamon St, Chicago, IL",https://www.apartments.com/7610-s-sangamon-st-chicago-il/ne6tb2n/,$925,925,925,3 Bed,7610 S Sangamon St,60620,,3 Bed,41.7556343,-87.6478,RANGE_INTERPOLATED,"7610 S Sangamon St, Chicago, IL 60620, USA",17031710200,17031710200,Census Tract 7102,No
213,"7822 s laflin, Chicago, IL",https://www.apartments.com/7822-s-laflin-chicago-il/2r0gw79/,$600 - 650,600,650,Studio,7822 S Laflin St,60620,"Hardwood Floors,Renovated,1 Pet Limit,Built in 1928,44 Units/3 Stories,Laundry Facilities,High Speed Internet Access,Heating,Smoke Free,Tub/Shower,Kitchen,Oven,Range,Refrigerator,Window Coverings",Studio,41.7514579,-87.6625563,ROOFTOP,"7822 S Laflin St, Chicago, IL 60620, USA",17031710300,17031710300,Census Tract 7103,No
233,"1501 W 78th St Unit 1, Chicago, IL",https://www.apartments.com/1501-w-78th-st-chicago-il/3czyv4d/,$650,650,650,Studio,1501 W 78th St Unit 1,60620,,Studio,41.7520295,-87.6621793,ROOFTOP,"1501 W 78th St #1, Chicago, IL 60620, USA",17031710300,17031710300,Census Tract 7103,No
282,"7822 S Laflin St, Chicago, IL",https://www.apartments.com/7822-s-laflin-st-chicago-il/fqqjpxv/,$650,650,650,Condo for Rent,7822 S Laflin St,60620,,Studio,41.7514579,-87.6625563,ROOFTOP,"7822 S Laflin St, Chicago, IL 60620, USA",17031710300,17031710300,Census Tract 7103,No
283,"7822 S Laflin St, Chicago, IL",https://www.apartments.com/7822-s-laflin-st-chicago-il/b3kkvmc/,$600,600,600,Condo for Rent,7822 S Laflin St,60620,,Studio,41.7514579,-87.6625563,ROOFTOP,"7822 S Laflin St, Chicago, IL 60620, USA",17031710300,17031710300,Census Tract 7103,No
424,"1501 W 78th St Unit 1, Chicago, IL",https://www.apartments.com/1501-w-78th-st-chicago-il/ezc715p/,$650,650,650,Studio,1501 W 78th St Unit 1,60620,,Studio,41.7520295,-87.6621793,ROOFTOP,"1501 W 78th St #1, Chicago, IL 60620, USA",17031710300,17031710300,Census Tract 7103,No
2051,"7754 S Loomis Blvd, Chicago, IL",https://www.apartments.com/7754-s-loomis-blvd-chicago-il/gy7vrsw/,$825 - 840,825,840,2 Bed,7754 S Loomis Blvd,60620,"$10 Monthly Pet Rent,$100 Fee,40 lb Weight Limit,2 Pet Limit,$10 Monthly Pet Rent,$100 Fee,40 lb Weight Limit,2 Pet Limit,Built in 1928,22 Units/4 Stories,Vintage Building,Heating,Kitchen,Oven,Refrigerator",2 Bed,41.752403,-87.6588393,ROOFTOP,"7754 S Loomis Blvd, Chicago, IL 60620, USA",17031710300,17031710300,Census Tract 7103,No
1170,"1704 W 77th St Unit 7656, Chicago, IL",https://www.apartments.com/1704-w-77th-st-chicago-il/9bzeqf7/,$770,770,770,1 Bed,1704 W 77th St Unit 7656,60620,Laundry Facilities,1 Bed,41.7541435,-87.6661989,ROOFTOP,"1704 W 77th St #7656, Chicago, IL 60620, USA",17031710400,17031710400,Census Tract 7104,No
1441,"1814 W 79th St Unit 501, Chicago, IL",https://www.apartments.com/1814-w-79th-st-chicago-il/kf195kc/,$800,800,800,Condo for Rent,1814 W 79th St Unit 501,60620,Washer/Dryer,2 Bed,41.750518,-87.668933,ROOFTOP,"1814 W 79th St #501, Chicago, IL 60620, USA",17031710400,17031710400,Census Tract 7104,No
2261,"7757 S Paulina St, Chicago, IL",https://www.apartments.com/7757-s-paulina-st-chicago-il/jyv1rr5/,"$1,150","1,150","1,150",3 Bed,7757 S Paulina St,60620,Laundry Facilities,3 Bed,41.752277,-87.665557,ROOFTOP,"7757 S Paulina St, Chicago, IL 60620, USA",17031710400,17031710400,Census Tract 7104,No
2441,"1650 W 78th St Unit 3, Chicago, IL",https://www.apartments.com/1650-w-78th-st-chicago-il/yb6v8wr/,"$1,250","1,250","1,250",3 Bed,1650 W 78th St Unit 3,60620,,3 Bed,41.7522787,-87.6655084,ROOFTOP,"1650 W 78th St #3, Chicago, IL 60620, USA",17031710400,17031710400,Census Tract 7104,No
207,"8057 S Marshfield Ave Unit 1622, Chicago, IL",https://www.apartments.com/8057-s-marshfield-ave-chicago-il/qyptfkz/,$560,560,560,Condo for Rent,8057 S Marshfield Ave Unit 1622,60620,"Select units have Eat-In Kitchen,$10 Monthly Pet Rent,$100 Fee,40 lb Weight Limit,2 Pet Limit,$10 Monthly Pet Rent,$100 Fee,40 lb Weight Limit,2 Pet Limit,Laundry Facilities,Wi-Fi,Heating,Oven,Refrigerator,Hardwood Floors",Studio,41.7469004,-87.6643569,ROOFTOP,"8057 S Marshfield Ave #1622, Chicago, IL 60620, USA",17031710500,17031710500,Census Tract 7105,No
1876,"7915 S Hermitage Ave Unit 1B, Chicago, IL",https://www.apartments.com/7915-s-hermitage-ave-chicago-il/rghgq81/,$760,760,760,Condo for Rent,7915 S Hermitage Ave Unit 1B,60620,"$10 Monthly Pet Rent,$100 Fee,40 lb Weight Limit,2 Pet Limit,$10 Monthly Pet Rent,$100 Fee,40 lb Weight Limit,2 Pet Limit,Heating,Cable Ready,Oven,Refrigerator,Hardwood Floors",2 Bed,41.7498759,-87.6670691,ROOFTOP,"7915 S Hermitage Ave #1b, Chicago, IL 60620, USA",17031710500,17031710500,Census Tract 7105,No
2468,"8128 S Marshfield Ave, Chicago, IL",https://www.apartments.com/8128-s-marshfield-ave-chicago-il/gd3xy8x/,$875,875,875,3 Bed,8128 S Marshfield Ave,60620,,3 Bed,41.745827,-87.6648869,ROOFTOP,"8128 S Marshfield Ave, Chicago, IL 60620, USA",17031710500,17031710500,Census Tract 7105,No
2610,"8151 S Marshfield Ave, Chicago, IL",https://www.apartments.com/8151-s-marshfield-ave-chicago-il/611b0dt/,"$1,075","1,075","1,075",3 Bed,8151 S Marshfield Ave,60620,"$10 Monthly Pet Rent,$100 Fee,40 lb Weight Limit,2 Pet Limit,$10 Monthly Pet Rent,$100 Fee,40 lb Weight Limit,2 Pet Limit,Built in 1923,6 Units/3 Stories,Oven,Refrigerator,Hardwood Floors",3 Bed,41.745215,-87.664173,ROOFTOP,"8151 S Marshfield Ave, Chicago, IL 60620, USA",17031710500,17031710500,Census Tract 7105,No
2654,"8149 S Marshfield Ave, Chicago, IL",https://www.apartments.com/8149-s-marshfield-ave-chicago-il/j5r5pk4/,"$1,235","1,235","1,235",3 Bed,8149 S Marshfield Ave,60620,,3 Bed,41.7452726,-87.6645225,RANGE_INTERPOLATED,"8149 S Marshfield Ave, Chicago, IL 60620, USA",17031710500,17031710500,Census Tract 7105,No
2760,"7949 S Paulina St, Chicago, IL",https://www.apartments.com/7949-s-paulina-st-chicago-il/ed12chn/,"$1,160","1,160","1,160",4 Bed,7949 S Paulina St,60620,,4 Bed,41.748891,-87.665479,ROOFTOP,"7949 S Paulina St, Chicago, IL 60620, USA",17031710500,17031710500,Census Tract 7105,No
1424,"1450 W 81st St, Chicago, IL",https://www.apartments.com/1450-w-81st-st-chicago-il/mv3tr7h/,$840,840,840,2 Bed,1450 W 81st St,60620,Laundry Facilities,2 Bed,41.7468711,-87.6606707,ROOFTOP,"1450 W 81st St, Chicago, IL 60620, USA",17031710600,17031710600,Census Tract 7106,No
